dataset_id,premise,positive_hypothesis,negative_hypothesis,correct_polarity
101111,"Tracy Lauren Marrow (narozen 16. února 1958), známější pod uměleckým jménem Ice-T, je americký rapper, metalový zpěvák a herec. Svou kariéru rapera zahájil v 80. letech 20. století a v roce 1987 podepsal smlouvu s vydavatelstvím Sire Records, kde vydal své debutové album Rhyme Pays, jedno z prvních hiphopových alb, které bylo opatřeno nálepkou s explicitním obsahem. V následujícím roce založil nahrávací společnost Rhyme $yndicate Records (pojmenovanou podle kolektivu jeho hiphopových kolegů nazvaného `Rhyme $yndicate') a vydal další album Power. Spoluzaložil heavymetalovou skupinu Body Count, kterou představil na svém albu O.G.: Original Gangster z roku 1991. Ice-T se setkal s kontroverzí kvůli své skladbě ""Cop Killer"", která byla vnímána jako glorifikace zabíjení policistů.",Ice-T byl rapper.,Ice-T nebyl rapper.,P
68632,"Sebastian Vettel ([zeˈbasti̯an ˈfɛtl̩]; narozen 3. července 1987) je německý automobilový závodník, který v současnosti jezdí ve Formuli 1 za tým Scuderia Ferrari. Je čtyřnásobným mistrem světa Formule 1, když vyhrál šampionát v,, a s týmem Red Bull Racing. Jelikož je jedním z pouhých čtyř jezdců, kteří získali čtyři a více jezdeckých titulů, patří mezi nejúspěšnější jezdce F1 všech dob. V následujícím roce se stal ve svých 23 letech nejmladším jezdcem, který kdy vyhrál mistrovství světa jezdců. Na své první prvenství navázal dalšími třemi tituly a stal se tak nejmladším dvojnásobným, trojnásobným a čtyřnásobným mistrem světa ve formuli 1.",Sebastian Vettel je člověk.,Sebastian Vettel není člověk.,P
73724,"iPhone 4 je chytrý telefon, který navrhla a prodává společnost Apple Inc. iPhone 4 představil novou hardwarovou konstrukci rodiny iPhonů, kterou generální ředitel společnosti Apple Steve Jobs označil za nejtenčí chytrý telefon na světě v té době; skládal se z neizolovaného rámu z nerezové oceli, který slouží jako anténa, a vnitřních součástí umístěných mezi chemicky zpevněným hlinitokřemičitanovým sklem. iPhone 4 byl také prvním iPhonem, který obsahoval přední fotoaparát, a prvním, který byl vydán ve verzi pro sítě CDMA, čímž skončilo období, kdy byla společnost AT&T výhradním operátorem produktů iPhone ve Spojených státech. iPhone 4 byl nejdéle vlajkovým modelem společnosti Apple, a to patnáct měsíců, a měl nejdelší životnost ze všech kdy vyrobených iPhonů, která se blížila čtyřem letům a byla dostupná v některých rozvojových zemích až do začátku roku 2015.",IPhone 4 je pouze stacionární osobní počítač.,IPhone 4 není pouze stacionární osobní počítač.,N
173613,"Vlasy (hudební). Broadwayské obnovené uvedení muzikálu Hair bylo zahájeno v roce 2009, získalo dobré recenze a cenu Tony Award a Drama Desk Award za nejlepší obnovení muzikálu.",Vlasy (muzikál) získal cenu Drama Desk Award.,Vlasy (muzikál) nezískal cenu Drama Desk Award.,P
224557,"Vampýrská akademie (film). Film byl kriticky i finančně neúspěšný, celosvětově vydělal pouze 15,4 milionu dolarů při rozpočtu 30 milionů dolarů, čímž se stal kasovním propadákem.","Vampýrská akademie celosvětově vydělala 15,4 milionu dolarů.","Vampýrská akademie celosvětově nevydělala 15,4 milionu dolarů.",P
207676,"Andrew Carnegie. Jeho článek z roku 1889 hlásající ""Evangelium bohatství"" vyzýval bohaté, aby využili svého bohatství ke zlepšení společnosti, a podnítil vlnu filantropie.","Andrew Carnegie vyzval bohaté, aby zlepšili společnost.","Andrew Carnegie nevyzval bohaté, aby zlepšili společnost.",P
128467,"Punisher (Francis ""Frank"" Castle) je fiktivní postava vystupující v amerických komiksech vydávaných nakladatelstvím Marvel Comics. Frank Castle (rodným jménem Francis Castiglione), válečný veterán a odstřelovač námořní pěchoty Spojených států, ovládá bojová umění, taktiku utajení, partyzánský boj a širokou škálu zbraní. Punisher (série 2009). Po většinu vydaných čísel byla série provázána s probíhajícími událostmi dějové linie ""Dark Reign"" společnosti Marvel, která začínala Castlovým pokusem o atentát na Normana Osborna.",Punisher má s Frankem Castlem nic společného.,Punisher nemá s Frankem Castlem nic společného.,P
206991,"Punch-Drunk Love je americký romantický komediálně-dramatický film z roku 2002, který napsal a režíroval Paul Thomas Anderson a v němž hrají Adam Sandler, Emily Watsonová, Philip Seymour Hoffman, Luis Guzmán a Mary Lynn Rajskubová. Film produkovaly společnosti Revolution Studios a New Line Cinema a distribuovala ho společnost Columbia Pictures; ve filmu se objevuje videoart Jeremyho Blakea v podobě vizuálních intermezz.",Film Punch-Drunk Love byl distribuován společností Columbia Pictures v roce 2000.,Film Punch-Drunk Love nebyl distribuován společností Columbia Pictures v roce 2000.,N
115799,Taarak Mehta Ka Ooltah Chashmah (česky: Jiná perspektiva Taaraka Mehty) je nejdéle vysílaný indický sitcomový seriál produkovaný společností Neela Tele Films Private Limited.,Taarak Mehta Ka Ooltah Chashmah je situační komedie.,Taarak Mehta Ka Ooltah Chashmah není situační komedie.,P
72403,"Dům duchů (film). Film natočený podle románu Isabel Allendeové La Casa de los Espíritus z roku 1982 pojednává o životě mladé dámy jménem Clara v době vojenské diktatury v Chile a o jejích vzpomínkách na rodinnou historii, především na vzestup jejího manžela Estebana Trueby.",Dům duchů je o životě mladé dámy jménem Clara během vojenské diktatury v Chile.,Dům duchů není o životě mladé dámy jménem Clara během vojenské diktatury v Chile.,P
188579,Pitch Perfect 2. Film se soustředí na fiktivní Bardenovu univerzitu a ženskou pěveckou skupinu a cappella The Bellas.,Pitch Perfect 2 se soustředí na fiktivní střední školu.,Pitch Perfect 2 se nesoustředí na fiktivní střední školu.,N
52509,"Stomp the Yard (Šlápni na dvorek). Ve filmu hrají Columbus Short, Meagan Good, Darrin Henson, Brian White, Laz Alonso a Valarie Pettiford, Harry Lennix a ve svých filmových debutech zpěváci R&B Ne-Yo & Chris Brown.",Ve filmu Stomp the Yard hraje americký herec narozený v roce 1982.,Ve filmu Stomp the Yard nehraje americký herec narozený v roce 1982.,P
33982,"Henry Cavill. Cavill se dále proslavil a získal mezinárodní slávu rolí titulního superhrdiny Supermana v DC Extended Universe počínaje rebootovaným filmem Muž z oceli z roku 2013, který byl původně nejvýdělečnějším filmem o Supermanovi všech dob, dokud jej nepřekonal film Batman vs. Superman: Úsvit spravedlnosti z roku 2016, kde si roli Supermana zopakoval; díky tomu se stal jeho dosud nejvýdělečnějším filmem.",Henry Cavill hrál ve dvou filmech o Supermanovi.,Henry Cavill nehrál ve dvou filmech o Supermanovi.,P
72090,"Rick Ross. V roce 2009 Ross založil nahrávací společnost Maybach Music Group, na které vydal studiová alba Deeper Than Rap (2009), Teflon Don (2010), God Forgives, I Do n't (2012), Mastermind, Hood Billionaire (2014), Black Market (2015) a Rather You Than Me (2017).",Rick Ross měl s tvorbou Hood Billionaire nic společného.,Rick Ross neměl s tvorbou Hood Billionaire nic společného.,P
132225,Gruzínci. Gruzínci vznikli ze starověké kolchidské a iberské civilizace.,Gruzínci vznikli ze starověké mongolské civilizace.,Gruzínci nevznikli ze starověké mongolské civilizace.,N
143123,"Hra o trůny je první román ze série fantasy románů Píseň ledu a ohně amerického spisovatele George R. R. Martina. Bouře mečů je třetí ze sedmi plánovaných románů Píseň ledu a ohně, fantasy série amerického autora George R. R. Martina. Daenerys Targaryen je fiktivní postava románové série Píseň ledu a ohně George R. R. Martina a také televizní adaptace Hra o trůny, kde ji ztvárnila Emilia Clarke. Daenerys, představená v knize Hra o trůny z roku 1996, je (spolu se svým starším bratrem Viserysem) jedním z posledních potvrzených členů rodu Targaryenů, který ještě patnáct let před událostmi prvního románu vládl z Železného trůnu téměř tři sta let. Daenerys byla jednou z mála významných postav, které nebyly zahrnuty do románu Hostina pro vrány z roku 2005, ale vrátily se v následujícím románu Tanec s draky (2011).",Daenerys Targaryen byla představena v románu.,Daenerys Targaryen nebyla představena v románu.,P
209342,"Alexandrie ([ˌælɪɡˈzændriə] nebo [ˌælɪɡˈzɑːndriə] arabsky: الإسكندرية; اسكندرية; Ⲁⲗⲉⲝⲁⲛⲇⲣⲓⲁ, Ⲣⲁⲕⲟⲧⲉ) je druhé největší město a hlavní hospodářské centrum Egypta, rozkládající se asi 32 km podél pobřeží Středozemního moře v severní centrální části země.",Alexandrie se nachází v Kataru.,Alexandrie se nenachází v Kataru.,N
150565,A. P. J. Abdul Kalam. Kalam byl v roce 2002 zvolen jedenáctým indickým prezidentem s podporou vládnoucí strany Bharatiya Janata Party i tehdy opozičního Indického národního kongresu.,A. P. J. Abdul Kalam měl podporu strany Bharatiya Janata.,A. P. J. Abdul Kalam neměl podporu strany Bharatiya Janata.,P
61002,"Louis Marie Malle ([mal]; 30. října 1932 - 23. listopadu 1995) byl francouzský filmový režisér, scenárista a producent. Malle působil ve francouzské kinematografii i v Hollywoodu a produkoval filmy ve francouzském i anglickém jazyce.",Louis Malle produkoval filmy ve francouzském jazyce.,Louis Malle neprodukoval filmy ve francouzském jazyce.,P
103934,"Maximum Overdrive je americká akční sci-fi hororová komedie z roku 1986, kterou napsal a režíroval Stephen King.",Scénář k filmu Maximum Overdrive napsala vláda Spojených států amerických.,Scénář k filmu Maximum Overdrive  vláda Spojených států amerických.,N
110035,"Desátá řada britského vědeckofantastického televizního pořadu Doctor Who měla premiéru 15. dubna 2017 a má se skládat z dvanácti epizod poté, co bylo v červenci 2015 zveřejněno, že BBC Worldwide ve své výroční zprávě investovala do desáté řady pořadu. Seriálu předcházel vánoční speciál z prosince 2016 ""Návrat doktora Mysteria"" a jedná se o třetí a poslední řadu s Peterem Capaldim v roli dvanáctého Doktora, inkarnace Doktora, mimozemského Pána času, který cestuje časem a prostorem ve své TARDIS, která se zvenčí jeví jako britská policejní budka; Capaldi v lednu 2017 oznámil, že po desáté řadě z role odstoupí. Doctor Who (9. řada). Jedná se o druhou sérii s Peterem Capaldim v roli dvanáctého Doktora, mimozemského Pána času, který cestuje časem a prostorem ve své TARDIS, která se navenek tváří jako britská policejní budka. Desátý Doktor je inkarnací Doktora, hlavního hrdiny sci-fi televizního pořadu BBC Doctor Who, kterého ve třech sériích a také v devíti speciálech ztvárnil David Tennant. Stejně jako předchozí inkarnace Doktora se postava objevila i v dalších spin-offech seriálu Doctor Who.",Desátý Doktor se objevuje nejméně v jedné epizodě seriálu Doctor Who.,Desátý Doktor se neobjevuje nejméně v jedné epizodě seriálu Doctor Who.,P
194574,"Kyle MacLachlan. MacLachlan získal Zlatý glóbus za nejlepší mužský herecký výkon v dramatickém televizním seriálu a byl nominován na dvě ceny Emmy, všechny za seriál Twin Peaks.",Kyle Maclachlan je schopen získat cenu.,Kyle Maclachlan není schopen získat žádnou cenu.,P
178230,"Mian Muhammad Naváz Šaríf, je pákistánský politik, dvacátý a současný předseda vlády Pákistánu, který je ve funkci od června 2013. Dne 3. února 1997 se v Pákistánu konaly všeobecné volby, v nichž se volilo Národní shromáždění Pákistánu a čtyři provinční shromáždění.",Naváz Šaríf je dvacátým pákistánským premiérem.,Naváz Šaríf není dvacátým pákistánským premiérem.,P
148979,"V matematice je polynom výraz složený z proměnných (nebo neurčitých) a koeficientů, který zahrnuje pouze operace sčítání, odčítání, násobení a nezáporné celočíselné exponenty. Používají se například k tvorbě polynomických rovnic, které kódují širokou škálu problémů, od elementárních slovních úloh až po složité problémy v přírodních vědách; používají se k definici polynomických funkcí, které se objevují v různých prostředích, od základní chemie a fyziky až po ekonomii a společenské vědy; používají se v kalkulech a numerické analýze k aproximaci jiných funkcí. V algebře je obsahem polynomu s celočíselnými koeficienty (nebo obecněji s koeficienty v oboru jedinečné faktorizace) největší společný dělitel jeho koeficientů.",Polynom se skládá pouze z koeficientů.,Polynom se neskládá pouze z koeficientů.,N
223692,"UNICEF UK, známý také jako United Kingdom Committee for UNICEF, je jedním z 36 národních výborů UNICEF se sídlem v průmyslově vyspělých zemích.",UNICEF UK je jedním z 36 národních výborů UNICEF.,UNICEF UK není jedním z 36 národních výborů UNICEF.,P
125292,"V letech 1861-1865 probíhala ve Spojených státech amerických občanská válka. Po dlouhotrvajícím sporu o otroctví a práva států vypukla válka v dubnu 1861, kdy Konfederace zaútočila na pevnost Fort Sumter v Jižní Karolíně, krátce po zvolení Abrahama Lincolna. Po válce následovala éra rekonstrukce (1863-1877), která se překrývala s procesem obnovy národní jednoty, posilováním národní vlády a udělováním občanských práv osvobozeným otrokům v celé zemi. Appomattoxské tažení byla série bitev americké občanské války, které se odehrály 29. března až 9. dubna 1865 ve Virginii a skončily kapitulací armády Severní Virginie generála Konfederace Roberta E. Leeho armádě Unie (armádě Potomac, armádě James a armádě Shenandoah) pod celkovým velením generálporučíka Ulyssese S. Granta.",Americká občanská válka skončila v roce 1860.,Americká občanská válka neskončila v roce 1860.,N
